id,reference,status,title.en,secretariat.id,secretariat.acronym,creationDate,scope.en,parentId,childrenId,pMembers.id,pMembers.acronym,oMembers.id,oMembers.acronym,committeeLiaisons.id,committeeLiaisons.reference,organizationLiaisons.id,organizationLiaisons.acronym,sortKey
54740,ISO/TC 205,Active,Building environment design,2188,ANSI,1992-12-02,"Standardization in the design of new buildings and retrofit of existing buildings for acceptable indoor environment and practicable energy conservation and efficiency. Building environment design addresses the technical building systems and related architectural aspects, and includes the related design processes, design methods, design outcomes, and design-phase building commissioning. Indoor environment includes air quality, and thermal, acoustic, and visual factors.<p>Covering and including:</p><ul><li>aspects of sustainability related to indoor environmental quality and energy that can be addressed in the design of buildings and the design of retrofits of existing buildings;</li><li>general principles of building environment design;</li><li>design of energy-efficient buildings;</li><li>building automation and control systems in building and retrofit design;</li><li>indoor air quality in building and retrofit design;</li><li>indoor thermal environment in building and retrofit design;</li><li>indoor acoustical environment in building and retrofit design;</li><li>indoor visual environment in building and retrofit design;</li><li>design of heating and cooling systems including radiant; and</li><li>application of methods of testing and rating the performance of building environmental equipment in the design of new buildings and retrofits.</li></ul><p>Excluded:</p><ul><li>other ergonomic factors;</li><li>methods of measurement of air pollutants and of thermal, acoustic and lighting properties;</li><li>thermal performance and energy use in the built environment (ISO TC 163);</li><li>methods of testing for performance and rating of building environmental equipment in existing buildings;</li><li>inspecting or rating existing buildings; and,</li><li>construction.</li></ul><p>Covering also:</p><p>Standardization of the holistic assessment of the energy performance of new and existing buildings as well as building retrofits, in close collaboration with ISO/TC 163 by means of the ISO/TC163/WG4 <i>Joint working group TC 163 &amp; TC 205 Energy performance using holistic approach</i>, including:</p><ul><li>terms and definitions;</li><li>system boundaries for buildings and technical systems;</li><li>assessment of the overall energy performance of buildings, taking into account<ul><li>the energy performance of building elements;</li><li>building related systems (heating, cooling, domestic hot water, ventilation, lighting, system controls, transport, and other energy related systems);</li><li>indoor and outdoor conditions;</li><li>local energy production (on site and at district level);</li><li>(use of) energy sources (including renewable);</li><li>building commissioning;</li></ul></li><li>assessment of overall energy efficiency; and</li><li>means of expressing the energy performance and energy performance certification of buildings.</li></ul>",,,"[1511, 1524, 1529, 1537, 1561, 1619, 1635, 1663, 1696, 1738, 1823, 1835, 1848, 1854, 1911, 1994, 2027, 2041, 2064, 2074, 2101, 2106, 2172, 2176, 2182, 2188]","[DIN, SA, ASI, BSTI, NBN, SCC, SAC, KATS, DS, AFNOR, UNI, JISC, CTRM, KEBS, DSM, SN, NEN, BPS, BSI, SSC, SIS, SNV, SE UkrNDNC, GOST R, UNIT, ANSI]","[1485, 1516, 1549, 1555, 1579, 1597, 1629, 1684, 1690, 1700, 1704, 1717, 1721, 1725, 1734, 1770, 1784, 1803, 1819, 1944, 1954, 1965, 1982, 2045, 2054, 2058, 2084, 2110, 2120, 2133, 2139, 2168, 2199, 2209, 288025, 308878]","[SABS, SASO, BNSI, BELST, ABNT, BDS, INN, NC, AZSTAND, EOS, MoIAT-STR, UNE, EVS, IES, SFS, ITCHKSAR, MSZT, INSO, SII, MSB, DGN, MASM, SON, PKN, IPQ, ASRO, SBS, UNMS SR, TBS, UNMZ, TISI, TSE, STAMEQ, ISS, RSB, O'ZTTSA]","[49070, 51820, 6077221, 53482, 50376, 48558, 53512, 49180, 322621, 53476, 4418564, 53390, 291991, 50930, 52624]","[ISO/TC 59, ISO/TC 117, ISO/TC 301, ISO/TC 163/SC 1, ISO/TC 86/SC 6, ISO/TC 43/SC 2, ISO/TC 163/SC 2, ISO/TC 59/SC 13, ISO/TC 59/SC 17, ISO/TC 163, ISO/TC 274, ISO/TC 159/SC 5, ISO/TC 59/SC 16, ISO/TC 98, ISO/TC 142]","[8928, 9010, 9069, 9795, 299995]","[CIE, UNECE, EURIMA, WHO, EHI]",ISO/TC 205
54756,ISO/TC 206,Active,Fine ceramics,1835,JISC,1992-12-02,"Standardization in the field of fine ceramics materials and products in all forms: powders, monoliths, coatings and composites, intended for specific functional applications including mechanical, thermal, chemical, electrical, magnetic, optical and combinations thereof. The term 'fine ceramics' is defined as 'a highly engineered, high performance, predominantly non-metallic, inorganic material having specific functional attributes.' <p><i>Note: </i> </p><p>Alternative terms for fine ceramics are advanced ceramics, engineered ceramics, technical ceramics, or high performance ceramics.  </p>",,,"[1511, 1529, 1561, 1635, 1663, 1690, 1738, 1815, 1823, 1835, 1911, 2064, 2091, 2133]","[DIN, ASI, NBN, SAC, KATS, AZSTAND, AFNOR, NSAI, UNI, JISC, DSM, BSI, SLSI, UNMZ]","[1684, 1700, 1704, 1717, 1734, 1794, 1798, 1803, 2017, 2027, 2041, 2045, 2058, 2074, 2110, 2116, 2139, 2168, 2176, 2199, 2209, 308878]","[NC, EOS, MoIAT-STR, UNE, SFS, BIS, BSN, INSO, PSQCA, NEN, BPS, PKN, ASRO, SSC, UNMS SR, SASMO, TISI, TSE, GOST R, STAMEQ, ISS, O'ZTTSA]","[47812, 5902483, 54320, 47176, 381983, 51358, 629086, 648645, 45544, 53080]","[ISO/TC 33, ISO/TC 298, ISO/TC 189, ISO/TC 24/SC 4, ISO/TC 229, ISO/TC 107, ISO/TC 261, ISO/TC 4/SC 12, ISO/TC 4, ISO/TC 150/SC 1]","[9286, 9288]","[VAMAS, ICF]",ISO/TC 206
54808,ISO/TC 207,Active,Environmental management,1619,SCC,1993-02-23,"<p>Standardization in the field of environmental management to address environmental and climate impacts, including related social and economic aspects, in support of sustainable development.</p><p>Excluded:</p><ul><li>test methods of pollutants, setting limit values and levels of  environmental performance, and standardization of products.</li></ul>Note 1: TC 207 is focused on environmental management systems, auditing, verification/validation and related investigations, environmental labelling, environmental performance evaluation, life cycle assessment, climate change and its mitigation and adaptation, ecodesign, material efficiency, environmental economics and environmental and climate finance. </p><p>Note 2: Where appropriate, the ISO/TC 207 works in cooperation with existing committees on subjects that may support environmental management.</p>",,"[54818,54824,54836,54846,54854,546318]","[1485, 1511, 1516, 1520, 1524, 1529, 1537, 1549, 1561, 1565, 1569, 1579, 1615, 1619, 1623, 1629, 1635, 1644, 1663, 1667, 1674, 1684, 1696, 1700, 1711, 1717, 1725, 1734, 1738, 1747, 1753, 1759, 1776, 1784, 1794, 1798, 1803, 1815, 1823, 1827, 1835, 1840, 1844, 1848, 1854, 1864, 1911, 1915, 1927, 1931, 1944, 1954, 1965, 1982, 1994, 1998, 2017, 2027, 2031, 2036, 2045, 2049, 2054, 2064, 2074, 2078, 2091, 2101, 2106, 2120, 2139, 2149, 2158, 2168, 2172, 2176, 2182, 2188, 2199, 2209, 288025, 308796, 308829, 308866, 308894, 5304435]","[SABS, DIN, SASO, IRAM, SA, ASI, BSTI, BNSI, NBN, IBNORCA, NSI, ABNT, COGUANOR, SCC, ANOR, INN, SAC, ICONTEC, KATS, INTECO, CODINORM, NC, DS, EOS, INEN, UNE, IES, SFS, AFNOR, GSA, BOBS, NQIS ELOT, ILNAS, MSZT, BIS, BSN, INSO, NSAI, UNI, BSJ, JISC, SLBS, JSMO, CTRM, KEBS, KOWSMD, DSM, AMANORM, MCCAA, IMANOR, MSB, DGN, MASM, SON, SN, NZSO, PSQCA, NEN, DGNTI, INACAL, PKN, QS, IPQ, BSI, SSC, SSMO, SLSI, SIS, SNV, TBS, TISI, TTBS, INNORPI, TSE, SE UkrNDNC, GOST R, UNIT, ANSI, STAMEQ, ISS, RSB, OSN, SAZ, UNBS, OCC, BHN]","[1489, 1499, 1555, 1575, 1591, 1597, 1603, 1640, 1657, 1680, 1690, 1704, 1721, 1770, 1788, 1819, 1860, 1873, 1886, 1897, 1921, 1938, 2007, 2041, 2058, 2068, 2084, 2110, 2133, 258872, 295409, 299538, 304927, 308845, 308878, 371281, 537437, 547395, 548909, 6201376]","[ARMSTANDARD, IANOR, BELST, INDOCAL, BBN, BDS, ISBIH, CYS, CSK, HZN, AZSTAND, MoIAT-STR, EVS, ITCHKSAR, IST, SII, GNBS, LIBNOR, LVS, LST, MBS, ISM, DGSM, BPS, ASRO, ASN, SBS, UNMS SR, UNMZ, PSI, CPTTM, SIST, SWASA, ANM, O'ZTTSA, TAJIKSTANDARD, DOSM, ISME, AGANOR, SKNBS]","[49650, 604321, 7203746, 52232, 548367, 54560, 299764, 9983782, 53882, 6266703, 52834, 52082, 656967, 52702, 48856, 52704, 322621, 7203984, 54408, 381983, 45776, 49192, 54904, 49256, 654019, 648607, 54998, 45816, 50490]","[ISO/TC 68, ISO/TC 251, ISO/TC 322, ISO/TC 131, ISO/TC 71/SC 8, ISO/TC 197, ISO/TC 224, ISO/TC 347, ISO/TC 176, ISO/TC 309, ISO/TC 147, ISO/TC 122/SC 4, ISO/TC 268/SC 1, ISO/TC 146, ISO/TC 46/SC 11, ISO/TC 146/SC 1, ISO/TC 59/SC 17, ISO/TC 323, ISO/TC 190/SC 7, ISO/TC 229, ISO/TC 8, ISO/TC 59/SC 14, ISO/TC 211, ISO/TC 61, ISO/IEC JTC 1/SC 39, ISO/TC 265, null, ISO/TC 8/SC 2, ISO/TC 91]","[3182, 8902, 9222, 9244, 9305, 9309, 9311, 9323, 9426, 9454, 9472, 9501, 9513, 9565, 9601, 9663, 9694, 9773, 9775, 9795, 9823, 9827, 10073, 10147, 10234, 14677, 284182, 336062, 340190, 537132, 544165, 567962, 5100110, 10520870]","[EC - European Commission, CEPI, IAQ, ICC - commerce, INEM, IAI - aluminium, IISD, ITC, EEB, GEN, APO, EDF, IEA - énergie, World Steel Association, CI, EFCA/FIDIC, OECD, UNCTAD, UNEP, WHO, SIERRA Club, WFSGI, INLAC, IAF, WTO, IQNet, ANEC, ECOS (Environment), WBCSD, UNFCCC, WRI, ENEP, SBS - Small Business Standards, BCI]",ISO/TC 207
54818,ISO/TC 207/SC 1,Active,Environmental management systems,2064,BSI,1993-06-28,Standardization in the field of environmental management systems to support the achievement of sustainability.,54808,,"[1485, 1499, 1511, 1520, 1524, 1529, 1561, 1569, 1579, 1619, 1629, 1635, 1644, 1663, 1667, 1696, 1700, 1711, 1717, 1734, 1738, 1747, 1759, 1784, 1794, 1798, 1815, 1819, 1823, 1835, 1873, 1911, 1927, 1931, 1944, 1954, 1965, 1994, 1998, 2017, 2027, 2036, 2045, 2049, 2054, 2064, 2074, 2078, 2091, 2101, 2106, 2120, 2139, 2168, 2176, 2182, 2188, 2199, 2209, 308796, 308829, 308866, 308894, 10320054]","[SABS, IANOR, DIN, IRAM, SA, ASI, NBN, NSI, ABNT, SCC, INN, SAC, ICONTEC, KATS, INTECO, DS, EOS, INEN, UNE, SFS, AFNOR, GSA, NQIS ELOT, MSZT, BIS, BSN, NSAI, SII, UNI, JISC, LIBNOR, DSM, MCCAA, IMANOR, MSB, DGN, MASM, SN, NZSO, PSQCA, NEN, INACAL, PKN, QS, IPQ, BSI, SSC, SSMO, SLSI, SIS, SNV, TBS, TISI, TSE, GOST R, UNIT, ANSI, STAMEQ, ISS, OSN, SAZ, UNBS, OCC, AMNOR]","[1489, 1537, 1555, 1597, 1640, 1674, 1680, 1721, 1725, 1753, 1770, 1776, 1788, 1803, 1827, 1844, 1848, 1854, 1860, 1886, 1901, 2007, 2031, 2041, 2058, 2110, 2133, 2149, 2172, 288025, 299538, 304927, 371281, 374819, 547395, 548909, 5304435, 6201376]","[ARMSTANDARD, BSTI, BELST, BDS, CYS, CODINORM, HZN, EVS, IES, BOBS, ITCHKSAR, ILNAS, IST, INSO, BSJ, JSMO, CTRM, KEBS, GNBS, LVS, ISC, DGSM, DGNTI, BPS, ASRO, UNMS SR, UNMZ, TTBS, SE UkrNDNC, RSB, SIST, SWASA, TAJIKSTANDARD, BSB, ISME, AGANOR, BHN, SKNBS]","[53896, 52822, 379385, 6077221, 548367, 546318, 299764, 6266703, 656906, 629121, 53888, 4857129, 55016, 54998]","[ISO/TC 176/SC 2, ISO/TC 146/SC 6, null, ISO/TC 301, ISO/TC 71/SC 8, ISO/TC 207/SC 7, ISO/TC 224, ISO/TC 309, ISO/TC 268, ISO/TC 262, ISO/TC 176/SC 1, ISO/TC 283, null, null]","[3182, 9311, 9323, 9565, 10073, 10147, 14677, 336062, 351134, 534768, 548430, 567962, 5100110, 7793586]","[EC - European Commission, IISD, ITC, World Steel Association, INLAC, IAF, IQNet, ECOS (Environment), AIDIS, IIOA, IPIECA, ENEP, SBS - Small Business Standards, UNU-INWEH]",ISO/TC 207/~SC 001
54824,ISO/TC 207/SC 2,Active,Environmental auditing and related practices,1823,UNI,1993-06-28,"<p>Standardization in the field of environmental auditing and related practices, in support of sustainable development.</p><p>Note 1. Environmental auditing related practices include, for example, EMS auditing, environmental due diligence, environmental risk assessment, verification and validation of environmental information, such as environmental claims and declaration, environmental reporting, etc.</p><p>Note 2. Aiming at a consistent approach with conformity assessment, SC 2 aims to foster collaboration with ISO/CASCO, other ISO technical committees, and other relevant actors.</p>",54808,,"[1485, 1499, 1511, 1520, 1524, 1529, 1561, 1579, 1619, 1629, 1635, 1644, 1663, 1667, 1674, 1696, 1700, 1717, 1734, 1738, 1747, 1784, 1794, 1798, 1823, 1835, 1911, 1927, 1931, 1944, 1954, 1965, 1994, 2017, 2027, 2031, 2041, 2045, 2049, 2054, 2064, 2074, 2078, 2091, 2101, 2106, 2120, 2133, 2139, 2172, 2176, 2182, 2188, 2199, 2209, 308829]","[SABS, IANOR, DIN, IRAM, SA, ASI, NBN, ABNT, SCC, INN, SAC, ICONTEC, KATS, INTECO, CODINORM, DS, EOS, UNE, SFS, AFNOR, GSA, MSZT, BIS, BSN, UNI, JISC, DSM, MCCAA, IMANOR, MSB, DGN, MASM, SN, PSQCA, NEN, DGNTI, BPS, PKN, QS, IPQ, BSI, SSC, SSMO, SLSI, SIS, SNV, TBS, UNMZ, TISI, SE UkrNDNC, GOST R, UNIT, ANSI, STAMEQ, ISS, SAZ]","[1489, 1555, 1569, 1597, 1680, 1690, 1721, 1753, 1770, 1776, 1788, 1803, 1815, 1819, 1827, 1854, 1886, 1901, 1998, 2058, 2110, 2149, 2168, 288025, 304927, 547395, 8867946]","[ARMSTANDARD, BELST, NSI, BDS, HZN, AZSTAND, EVS, BOBS, ITCHKSAR, ILNAS, IST, INSO, NSAI, SII, BSJ, KEBS, LVS, ISC, NZSO, ASRO, UNMS SR, TTBS, TSE, RSB, SWASA, ISME, SoBS]","[6266703, 6077030, 656906, 4857129, 53934, 54998]","[ISO/TC 309, ISO/PC 302, ISO/TC 268, ISO/TC 283, ISO/TC 176/SC 3, null]","[3182, 9244, 9305, 9426, 9565, 9841, 9891, 9925, 10073, 10075, 567962, 585196, 5122877]","[EC - European Commission, ICC - commerce, INEM, EEB, World Steel Association, FEE, FSC, CEFIC, INLAC, UNDP, ENEP, GRI, WFEO]",ISO/TC 207/~SC 002
54836,ISO/TC 207/SC 3,Active,Environmental labelling,1524,SA,1993-06-28,"Standardization in the field of communication on environmental aspects of products (i.e. goods and services), including related social and economic aspects. Such communication includes various types of an environmental statement (e.g. self-declared claims, ecolabelling, environmental product declarations and environmental footprints) and their associated programmes.",54808,,"[1485, 1489, 1511, 1516, 1520, 1524, 1529, 1549, 1561, 1579, 1619, 1629, 1635, 1644, 1663, 1667, 1674, 1696, 1700, 1711, 1717, 1734, 1738, 1747, 1784, 1794, 1798, 1823, 1835, 1854, 1864, 1911, 1927, 1944, 1954, 1965, 1982, 1994, 1998, 2017, 2027, 2045, 2054, 2064, 2074, 2078, 2091, 2101, 2106, 2120, 2139, 2176, 2182, 2188, 2209, 308796, 308829, 308894]","[SABS, ARMSTANDARD, DIN, SASO, IRAM, SA, ASI, BNSI, NBN, ABNT, SCC, INN, SAC, ICONTEC, KATS, INTECO, CODINORM, DS, EOS, INEN, UNE, SFS, AFNOR, GSA, MSZT, BIS, BSN, UNI, JISC, KEBS, KOWSMD, DSM, MCCAA, MSB, DGN, MASM, SON, SN, NZSO, PSQCA, NEN, PKN, IPQ, BSI, SSC, SSMO, SLSI, SIS, SNV, TBS, TISI, GOST R, UNIT, ANSI, ISS, OSN, SAZ, OCC]","[1499, 1597, 1680, 1753, 1759, 1770, 1776, 1788, 1803, 1815, 1819, 1827, 1886, 1931, 2031, 2041, 2058, 2110, 2133, 2149, 2168, 2199, 304927, 547395]","[IANOR, BDS, HZN, BOBS, NQIS ELOT, ITCHKSAR, ILNAS, IST, INSO, NSAI, SII, BSJ, LVS, IMANOR, DGNTI, BPS, ASRO, UNMS SR, UNMZ, TTBS, TSE, STAMEQ, SWASA, ISME]","[52682, 53874, 548367, 322621, 49262, 54998, 6578018]","[ISO/TC 145/SC 1, ISO/TC 174, ISO/TC 71/SC 8, ISO/TC 59/SC 17, ISO/TC 61/SC 1, null, ISO/TC 61/SC 14]","[3182, 8994, 9069, 9244, 9305, 9309, 9323, 9454, 9509, 9513, 9565, 9601, 9678, 9773, 9775, 9823, 9891, 9919, 10075, 10164, 10234, 14677, 284182, 297828, 336062, 542904, 5930722, 9338592]","[EC - European Commission, European Aluminium, EURIMA, ICC - commerce, INEM, IAI - aluminium, ITC, GEN, IDF, IEA - énergie, World Steel Association, CI, OIV, UNCTAD, UNEP, SIERRA Club, FSC, WSI, UNDP, UNIDO, WTO, IQNet, ANEC, GEDNet, ECOS (Environment), ISEAL, ICFPA, ECO Platform]",ISO/TC 207/~SC 003
54846,ISO/TC 207/SC 4,Active,Environmental performance evaluation,2188,ANSI,1993-06-28,Standardization in the field of environmental performance evaluation in support of sustainability,54808,,"[1485, 1511, 1520, 1524, 1529, 1561, 1579, 1619, 1629, 1635, 1640, 1663, 1667, 1674, 1696, 1700, 1717, 1734, 1738, 1784, 1794, 1798, 1815, 1823, 1827, 1835, 1854, 1864, 1911, 1927, 1944, 1954, 1965, 1994, 2017, 2027, 2041, 2045, 2049, 2054, 2064, 2074, 2091, 2101, 2106, 2120, 2133, 2139, 2176, 2182, 2188, 2209]","[SABS, DIN, IRAM, SA, ASI, NBN, ABNT, SCC, INN, SAC, CYS, KATS, INTECO, CODINORM, DS, EOS, UNE, SFS, AFNOR, MSZT, BIS, BSN, NSAI, UNI, BSJ, JISC, KEBS, KOWSMD, DSM, MCCAA, MSB, DGN, MASM, SN, PSQCA, NEN, BPS, PKN, QS, IPQ, BSI, SSC, SLSI, SIS, SNV, TBS, UNMZ, TISI, GOST R, UNIT, ANSI, ISS]","[1489, 1499, 1516, 1597, 1644, 1680, 1753, 1770, 1776, 1788, 1803, 1819, 1886, 1897, 1982, 1998, 2031, 2058, 2110, 2149, 2168, 2172, 2199, 304927, 308829, 547395]","[ARMSTANDARD, IANOR, SASO, BDS, ICONTEC, HZN, BOBS, ITCHKSAR, ILNAS, IST, INSO, SII, LVS, LST, SON, NZSO, DGNTI, ASRO, UNMS SR, TTBS, TSE, SE UkrNDNC, STAMEQ, SWASA, SAZ, ISME]",[7203746],[ISO/TC 322],"[3182, 9303, 9305, 9309, 9410, 9454, 9509, 9565, 9925, 284182, 336062, 6847921, 6887617, 7679402, 7822221]","[EC - European Commission, WWF, INEM, IAI - aluminium, ICMA, GEN, IDF, World Steel Association, CEFIC, ANEC, ECOS (Environment), CB Initiative, CERES, LMA, LSTA]",ISO/TC 207/~SC 004
54854,ISO/TC 207/SC 5,Active,Life cycle assessment,1738,AFNOR,1993-06-28,"Standardization in the field of life cycle assessment and related management systems and tools for products* and the product portfolio of organizations, including related environmental, social, and economic aspects, in support of sustainable development. It includes life cycle based environmental, social, economic, and technical assessments. Such assessments can apply to e.g. circularity of resources and eco-efficiency.The outcome of the assessment provides input for decision making to minimize or to prevent potential adverse impacts.<p>The term 'products' includes both goods and services.",54808,,"[1485, 1489, 1499, 1511, 1516, 1520, 1524, 1529, 1561, 1579, 1619, 1629, 1635, 1663, 1667, 1674, 1696, 1700, 1717, 1734, 1738, 1747, 1784, 1794, 1798, 1823, 1835, 1844, 1864, 1873, 1911, 1927, 1931, 1944, 1954, 1965, 1982, 1994, 1998, 2017, 2027, 2041, 2045, 2054, 2064, 2074, 2078, 2091, 2101, 2106, 2120, 2133, 2139, 2168, 2172, 2176, 2182, 2188, 2209, 308829, 308866]","[SABS, ARMSTANDARD, IANOR, DIN, SASO, IRAM, SA, ASI, NBN, ABNT, SCC, INN, SAC, KATS, INTECO, CODINORM, DS, EOS, UNE, SFS, AFNOR, GSA, MSZT, BIS, BSN, UNI, JISC, JSMO, KOWSMD, LIBNOR, DSM, MCCAA, IMANOR, MSB, DGN, MASM, SON, SN, NZSO, PSQCA, NEN, BPS, PKN, IPQ, BSI, SSC, SSMO, SLSI, SIS, SNV, TBS, UNMZ, TISI, TSE, SE UkrNDNC, GOST R, UNIT, ANSI, ISS, SAZ, UNBS]","[1555, 1597, 1644, 1680, 1711, 1770, 1776, 1788, 1803, 1815, 1819, 1854, 2031, 2036, 2058, 2110, 2149, 2199, 288025, 304927, 308857, 547395]","[BELST, BDS, ICONTEC, HZN, INEN, ITCHKSAR, ILNAS, IST, INSO, NSAI, SII, KEBS, DGNTI, INACAL, ASRO, UNMS SR, TTBS, STAMEQ, RSB, SWASA, COSQC, ISME]","[546318, 52834, 322621, 7203984, 54158, 46232]","[ISO/TC 207/SC 7, ISO/TC 147, ISO/TC 59/SC 17, ISO/TC 323, ISO/TC 184/SC 4, ISO/TC 17]","[3182, 9098, 9307, 9309, 9395, 9509, 9565, 9601, 9678, 10073, 336062, 340190, 544165, 621924, 646481, 5122877, 6208084, 9338592, 10564584]","[EC - European Commission, FAO, ICMM, IAI - aluminium, SETAC, IDF, World Steel Association, CI, OIV, INLAC, ECOS (Environment), WBCSD, WRI, EuropaBio, WFN, WFEO, FSLCI, ECO Platform, BioRADAR]",ISO/TC 207/~SC 005
546318,ISO/TC 207/SC 7,Active,Greenhouse gas and climate change management and related activities,1619,SCC,2007-07-03,"Standardization to manage GHG emissions, as well as to adapt to the effects of climate change in support  of sustainability",54808,,"[1485, 1511, 1516, 1520, 1524, 1529, 1537, 1549, 1561, 1565, 1579, 1619, 1623, 1629, 1635, 1644, 1663, 1667, 1690, 1696, 1700, 1711, 1717, 1734, 1738, 1759, 1788, 1794, 1798, 1803, 1815, 1823, 1827, 1835, 1844, 1848, 1854, 1864, 1873, 1911, 1931, 1954, 1965, 1982, 1988, 1994, 1998, 2017, 2027, 2036, 2045, 2049, 2054, 2064, 2074, 2078, 2091, 2101, 2106, 2120, 2133, 2139, 2149, 2158, 2168, 2176, 2182, 2188, 2199, 2209, 308829]","[SABS, DIN, SASO, IRAM, SA, ASI, BSTI, BNSI, NBN, IBNORCA, ABNT, SCC, ANOR, INN, SAC, ICONTEC, KATS, INTECO, AZSTAND, DS, EOS, INEN, UNE, SFS, AFNOR, NQIS ELOT, IST, BIS, BSN, INSO, NSAI, UNI, BSJ, JISC, JSMO, CTRM, KEBS, KOWSMD, LIBNOR, DSM, IMANOR, DGN, MASM, SON, NBSM, SN, NZSO, PSQCA, NEN, INACAL, PKN, QS, IPQ, BSI, SSC, SSMO, SLSI, SIS, SNV, TBS, UNMZ, TISI, TTBS, INNORPI, TSE, GOST R, UNIT, ANSI, STAMEQ, ISS, SAZ]","[1499, 1597, 1603, 1640, 1674, 1680, 1770, 1776, 1784, 1819, 1890, 1901, 2031, 2041, 2058, 2110, 2172, 258872, 288025, 304927, 308857, 308866]","[IANOR, BDS, ISBIH, CYS, CODINORM, HZN, ITCHKSAR, ILNAS, MSZT, SII, LNCSM, ISC, DGNTI, BPS, ASRO, UNMS SR, SE UkrNDNC, PSI, RSB, SWASA, COSQC, UNBS]","[604321, 52214, 49076, 379385, 6077221, 656906, 5261857, 629121, 656967, 52704, 322621, 54328, 5259148, 50356, 54904, 46232, 648607, 54998, 45816, 6578018, 54836]","[ISO/TC 251, ISO/TC 130, ISO/TC 59/SC 2, null, ISO/TC 301, ISO/TC 268, ISO/TC 282/SC 3, ISO/TC 262, ISO/TC 268/SC 1, ISO/TC 146/SC 1, ISO/TC 59/SC 17, ISO/TC 190, ISO/TC 292, ISO/TC 86, ISO/TC 211, ISO/TC 17, ISO/TC 265, null, ISO/TC 8/SC 2, ISO/TC 61/SC 14, ISO/TC 207/SC 3]","[3182, 8816, 9236, 9303, 9309, 9395, 9454, 9509, 9513, 9565, 9567, 9694, 10073, 10147, 14428, 14903, 284182, 297828, 336062, 340190, 534768, 537132, 544165, 583039, 585196, 621924, 624900, 639441, 5195855, 6390680, 6697575, 6819825, 7858805, 9338592, 10200837, 10285518, 10285591, 10285614, 10328954, 10369602, 10442117, 10497966, 10520870, 10553045, 10583323, 10863144]","[EC - European Commission, BIPM, ICAO, WWF, IAI - aluminium, SETAC, GEN, IDF, IEA - énergie, World Steel Association, IISRP, OECD, INLAC, IAF, IBRD, APAC, ANEC, GEDNet, ECOS (Environment), WBCSD, IIOA, UNFCCC, WRI, GHG, GRI, EuropaBio, CDP, ICLEI, GSF, IETA, EBRD, EEA, UNCDF, ECO Platform, ClientEarth, SBTi, EnergyTag, CAFA, PCAF Inc., IES, AYICC, ICVCM, BCI, SAFE, B4NZ, Prime Coalition, Inc.]",ISO/TC 207/~SC 007
54874,ISO/TC 209,Active,Cleanrooms and associated controlled environments,2188,ANSI,1993-06-07,"Standardization for cleanrooms and associated controlled environments for controlling cleanliness, as well as other attributes and characteristics, relating to facilities, sustainability, equipment, processes and operations.",,,"[1511, 1524, 1529, 1561, 1579, 1635, 1663, 1696, 1734, 1738, 1776, 1803, 1815, 1823, 1835, 2027, 2041, 2054, 2058, 2064, 2101, 2106, 2168, 2176, 2188, 299538]","[DIN, SA, ASI, NBN, ABNT, SAC, KATS, DS, SFS, AFNOR, ILNAS, INSO, NSAI, UNI, JISC, NEN, BPS, IPQ, ASRO, BSI, SIS, SNV, TSE, GOST R, ANSI, SIST]","[1485, 1499, 1516, 1520, 1597, 1603, 1684, 1700, 1784, 1794, 1854, 1911, 1994, 2045, 2084, 2110, 2133, 2139, 2154, 2172, 2209, 308878]","[SABS, IANOR, SASO, IRAM, BDS, ISBIH, NC, EOS, MSZT, BIS, KEBS, DSM, SN, PKN, SBS, UNMS SR, UNMZ, TISI, ISRSM, SE UkrNDNC, ISS, O'ZTTSA]","[5915511, 52702, 47176, 381983, 54892, 47920, 54576, 55232, 52624]","[ISO/TC 299, ISO/TC 146, ISO/TC 24/SC 4, ISO/TC 229, ISO/TC 210, ISO/TC 34/SC 9, ISO/TC 198, null, ISO/TC 142]",[9315],[ICCCS],ISO/TC 209
